,ISIN,Ticker,Company,Sector,Industry,Business Activity,Country,Market Cap,Size,1M(%),3M(%),6M(%),YTD(%),Date,Asset Turnover,Current Ratio,Debt/Assets,Debt/Equity,Dividend Coverage Ratio,Dividend Payout Ratio,EBITDA Margin,EBITDA Y/Y,EPS Y/Y,EV/EBITDA,EV/FCF,EV/Revenue,Earnings Retention Rate,FCF Yield,Gross Profit Margin,Interest Coverage Ratio,Net Profit Margin,Operating Profit Y/Y,PE,PEG,Price/Book,Price/Sales,Quick Ratio,ROA,ROE,ROIC,Reinvestment Rate,Revenue Y/Y,Working Capital/Assets
350,US29270J1007,ERII,Energy Recovery Inc,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery,United States of America,776427861.0,Small Cap 300M-2B,5.568268497,55.59302979,74.52711223,1.46627566,2019-12-31,-0.17272250149826213,4.05918,0.0,0.0,,0.0,16.97568,0.066,-0.512,30.8889287167152,,5.24360722010076,1.0,-0.38513675989545,75.94948,,12.55205,0.039,50.2979860254829,-0.981474483910743,3.97765363128492,6.31335752570679,3.68847,5.92108297274935,8.75171918794183,8.75171918794183,8.75171918794183,0.167,0.451
351,US31810T1016,FINV,FinVolution Group,Technology,Software & IT Services,Mobile Application Software,China,1054819394.0,Small Cap 300M-2B,46.18644068,63.507109,76.02040816,29.21348315,2019-12-31,-0.453584331483239,,1.28384,2.93329,,0.0,56.64828,0.28,-0.052,1.29708710435516,,0.734777544292496,1.0,-4.64839699313009,,505.80436,50.20437,0.28,2.39515545914678,-0.461606385309883,,1.20161241318693,,15.1413361169415,34.296809754033,33.4326155159265,34.296809754033,0.301,
352,US5926881054,MTD,Mettler-Toledo International Inc,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Testing & Measuring Equipment,United States of America,27794000000.0,Large Cap >10B,2.648599248,16.36896164,30.0663638,2.493682437,2020-12-31,0.8662845231986954,1.25773,47.41403,,,,29.06102,,,31.6294118117655,44.8563750046899,9.19183066638964,,2.29231054365014,56.54022,20.66177,19.53661,,44.9721252375511,4.21317554021301,,8.93931805092544,0.90357,21.511526855548,171.365332537263,38.0771224033049,,,0.07695
353,US92242T1016,VEC,Vectrus Inc,Industrials,Professional & Commercial Services,Business Support Services (NEC),United States of America,597502795.0,Small Cap 300M-2B,8.530405405,30.95541401,12.74402281,3.378921963,2019-12-31,,1.30821,10.92744,26.86381,,0.0,4.20398,0.115,0.022,10.7383761290989,54.7237288164124,0.45143923798062,1.0,1.91623045515497,9.3973,7.75932,2.51085,0.068,7.4575403210554,7.92393145239901,2.28190166187969,0.430502704243036,,5.74467662613599,14.4600293649058,12.7799024259645,14.4600293649058,0.081,0.1187
354,US58155Q1031,MCK,Mckesson Corp,Consumer Non-Cyclicals,Food & Drug Retailing,Drug Retailers (NEC),United States of America,27770000000.0,Large Cap >10B,0.166494431,21.61993207,12.62426401,0.3162373505,2020-03-31,,0.99057,12.061,139.14108,308.163265306122,32.4503311258278,1.62864,-0.11,,7.13154838351847,7.50867839036933,0.116147588918377,0.675496688741722,15.7125146035393,5.20361,11.18504,0.48734,-0.134,21.9993982125286,0.013618215273172,4.30324413577203,0.106544961934811,0.59797,1.86240375788751,13.7418474139239,7.33116690468556,9.28257242529956,0.078,-0.00656
355,US3984384087,GRFS,Grifols SA,Healthcare,Pharmaceuticals,Biopharmaceuticals,Spain,17184000000.0,Large Cap >10B,-3.440742764,6.107611606,-7.258977105,-4.121475054,2019-12-31,-0.3506639687317224,3.92386,41.23725,93.4696,613.417458199231,16.3021118266773,26.80055,0.118,0.046,18.1437293413208,,4.86261843268007,0.836978881733227,0.746110252480749,45.9183,3.46011,12.72178,0.129,32.6409803717935,7.51211538461538,3.675723236538245,4.23473026021385,2.20963,4.62992105863394,13.7835571903324,7.27762154995266,11.5365462834704,0.136,0.25708
356,US98419E1082,XNET,Xunlei Ltd,Technology,Software & IT Services,IT Services & Consulting (NEC),China,305643410.0,Small Cap 300M-2B,58.68055556,69.88847584,23.84823848,58.13148789,2019-12-31,-0.2737156075161841,2.84477,2.66643,3.83159,,,-25.41223,0.474,0.299,,,0.426529411784242,,-18.3512722463701,44.69709,,-29.56577,0.542,,,5.59795274870904,1.8326115268591,2.79501,-12.1381451123599,-16.5590634314064,,-16.5590634314064,-0.217,0.48341
357,US2600031080,DOV,Dover Corp,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment (NEC),United States of America,16787000000.0,Large Cap >10B,-5.683750304,6.236234917,9.913220228,-7.730693069,2020-12-31,0.28680596129676417,1.50632,33.96857,91.82036,240.750519961632,41.5367742574084,18.13407,,,17.1519337667218,31.7480223130973,3.11034440176637,0.584632257425916,5.11617369188447,37.01538,8.33493,10.22555,,25.1550146646264,13.9535706726857,5.37337851653043,2.74633832603205,1.02564,7.66993849188547,21.2965064837477,12.2837335173751,12.4506246608791,,0.0962
358,US29082A1079,ERJ,Embraer SA,Industrials,Aerospace & Defense,Commercial Aircraft Manufacturing,Brazil,1196230056.0,Small Cap 300M-2B,-3.458646617,53.22195704,1.743264661,-5.726872247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,US5011471027,KRYS,Krystal Biotech Inc,Healthcare,Biotechnology & Medical Research,Bio Therapeutic Drugs,United States of America,1373621114.0,Small Cap 300M-2B,21.70420814,53.79523389,68.43885936,16.16666667,2019-12-31,,,,,,,,0.812,0.235,,,,,-2.85168562744639,,,,0.853,,,4.73639782320698,,,-11.7414398149714,-12.0756626810907,,-12.0756626810907,,0.9212
360,US8794551031,TNAV,Telenav Inc,Technology,Software & IT Services,Mobile Application Software,United States of America,228480000.0,Micro cap,1.492537313,20.50632911,-12.97989031,1.276595745,2020-06-30,0.39182935227088933,1.97271,0.0,0.0,,0.0,1.6634,-1.175,-1.116,37.2126765507754,5.64873114321513,0.618995888721079,1.0,10.0222484936185,47.39735,,1.29477,-1.021,84.4485463774804,0.757042803224345,2.6802845300226,1.09338142965912,,1.05354742825417,3.31752038803902,-0.991418367890837,3.31752038803902,0.222,0.29794
361,US92346J1088,VCEL,Vericel Corp,Healthcare,Pharmaceuticals,Biopharmaceuticals,United States of America,1874846328.0,Small Cap 300M-2B,40.85324232,119.1715348,146.3880597,33.64637306,2019-12-31,0.4794647028680689,5.64057,0.09854,0.13592,,,-8.06703,2.829,0.082,,,6.00863393126856,,-1.27469651321917,68.11964,,-8.2011,1.878,,,7.0269811846521,6.52296987696224,5.29624,-7.108525449845,-9.06141888787842,,-9.06141888787842,0.297,0.59946
362,US53220K5048,LGND,Ligand Pharmaceuticals Inc,Healthcare,Biotechnology & Medical Research,Biotechnology & Medical Research (NEC),United States of America,2980672477.0,Mid Cap 2-10B,87.56324631,123.1250752,48.75601926,86.37506285,2020-12-31,-0.7360554056011777,5.00004,32.95096,63.26571,,,,,,,,8.78122495319683,,,71.10756,0.4514,-1.60123,,85.3040323203212,,2.25402511770453,8.63430363857761,4.73546,-0.208945821083578,-0.404264208668048,,,,0.29395
363,US9001112047,TKC,Turkcell Iletisim Hizmetleri AS,Technology,Telecommunications Services,Wireless Telecoms Service Providers,Turkey,4782608696.0,Mid Cap 2-10B,2.2e-14,19.07315038,3.359035746,0.7421150278,2019-12-31,-0.024287684583553817,1.52757,44.41811,112.29215,123.590752704155,,42.86923,0.115,0.043,3.54105591397506,13.9431141989132,1.51802351427157,,13.4398708734443,32.03887,3.63711,9.96237,0.021,9.0887722322338,2.70960134853054,1.63654431091784,1.1438535201912,1.51347,5.59521535698461,14.4234140530674,11.7913562812031,2.75311207862001,0.005,0.14605
364,US7625441040,RBBN,Ribbon Communications Inc,Technology,Communications & Networking,Communications & Networking (NEC),United States of America,1062849373.0,Small Cap 300M-2B,12.80864198,89.37823834,71.59624413,11.43292683,2019-12-31,0.097722891711309,1.35097,7.31911,12.34214,,,11.60801,1.217,0.604,5.48019557721139,7.98507532377789,0.636141833670449,,13.187608510198,56.30932,0.87975,-23.09935,-1.133,,,0.708658897326756,0.604100079735612,1.27938,-14.6805961625604,-24.2326182312378,,-24.2326182312378,-0.026,0.08904
365,US8542311076,SXI,Standex International Corp,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery,United States of America,1014066114.0,Small Cap 300M-2B,7.451134724,34.18448959,47.78652817,5.663054696,2020-06-30,0.12584378393852605,2.70186,21.39378,43.14042,381.206431824519,26.23250597357,16.41758,-0.135,-0.156,8.00507444785894,35.2329773370288,1.31423927307766,0.7376749402643,4.65104632761134,35.63979,8.95732,6.78439,-0.201,15.0261881263088,-1.11100150399209,1.5253914729689,1.17920691109696,2.00986,4.4273241049738,8.85884150786494,3.9098107939412,6.53494538012517,-0.055,0.22465
366,US31816Q1013,FEYE,FireEye Inc,Technology,Software & IT Services,Software (NEC),United States of America,4822272966.0,Mid Cap 2-10B,-6.040268456,47.26507714,32.57575758,-8.933217693,2020-12-31,-0.445385244886776,2.07265,29.60354,84.73853,,,-3.38673,,,,78.1108515620761,5.69431648928751,,1.33157070183876,64.48728,,-22.03982,,,,7.22510300314884,5.47477150366155,2.06731,-6.75653741757339,-28.9010644304565,,,,0.24909
367,US92214X1063,VREX,Varex Imaging Corp,Healthcare,Healthcare Equipment & Supplies,Medical Diagnostic & Testing Equipment,United States of America,758362215.0,Small Cap 300M-2B,21.22730119,42.77286136,20.24844721,16.06714628,2020-10-02,0.1675477170074171,3.25031,40.00878,97.87462,,,2.99336,-0.754,-4.716,38.5774204877828,,1.1547622819721,,-2.14603005275484,26.33076,-0.55414,-7.77462,-1.345,,,1.06965004198182,0.650082622240282,1.55729,-5.26992287917738,-12.9154583983939,,-12.9154583983939,-0.054,0.31716
368,US74019P1084,DTIL,Precision BioSciences Inc,Healthcare,Biotechnology & Medical Research,Biotechnology & Medical Research (NEC),United States of America,636063284.0,Small Cap 300M-2B,42.9245283,80.89552239,68.33333333,45.32374101,2019-12-31,-0.7550698808628615,7.19115,,,,,,0.797,1.356,,,,,-16.4045970471745,,-479.14286,,0.82,,,5.13719529108924,,,,-104.198710936843,,-104.198710936843,1.043,0.70883
369,IL0011334468,CYBR,Cyberark Software Ltd,Technology,Software & IT Services,Application Software,Israel,6206701241.0,Mid Cap 2-10B,0.3758221109,56.2347665,38.28960994,-0.8292592363,2019-12-31,-0.25617254192822325,5.94901,34.52396,77.72699,,0.0,16.80821,0.333,0.346,52.7830726735227,28.5836129474167,8.87189179428261,1.0,2.97500708737406,85.56909,227.31387,14.53439,0.38,71.782019906404,2.07657884435814,7.10605161634176,10.4330456873273,,6.12150384231164,11.6925422918469,8.10075078951043,11.6925422918469,0.332,0.67859
370,US1920051067,CDXS,Codexis Inc,Healthcare,Biotechnology & Medical Research,Biotechnology & Medical Research (NEC),United States of America,1479323041.0,Small Cap 300M-2B,7.525392428,69.87600292,98.55072464,6.688043976,2019-12-31,0.03834265145273375,7.42169,0.04025,0.05686,,,-15.72059,0.061,0.013,,,12.3472274818137,,-1.80232061225794,77.16556,,-17.43405,0.111,,,8.92219444692438,13.2027630079757,,-10.4529769307572,-14.7506843897345,,-14.7506843897345,0.13,0.66288
371,US98973P1012,ZIOP,ZIOPHARM Oncology Inc,Healthcare,Biotechnology & Medical Research,Bio Therapeutic Drugs,United States of America,795019821.0,Small Cap 300M-2B,43.24324324,69.40639269,26.19047619,47.22222222,2019-12-31,-0.9514799091659514,,,,,,,0.073,-1.734,,,,,-5.18938271065864,,,,0.073,,,9.03176425564485,,,,-130.468395228549,,-130.468395228549,-1.0,0.85201
372,US68570P1012,ORTX,Orchard Therapeutics PLC,Healthcare,Pharmaceuticals,Pharmaceuticals (NEC),United Kingdom,562059303.0,Small Cap 300M-2B,29.21348315,35.29411765,13.63636364,33.10185185,2019-12-31,-0.9406383113711444,6.26425,6.18587,8.25521,,,,-0.268,-0.347,,,,,-13.2988066652626,67.96657,-112.40117,,-0.264,,,,,,-42.7066741754788,-53.5343823655146,,-53.5343823655146,0.211,0.73642
373,US89374L1044,TBIO,Translate Bio Inc,Healthcare,Biotechnology & Medical Research,Bio Therapeutic Drugs,United States of America,1774805229.0,Small Cap 300M-2B,22.46153846,76.49667406,51.90839695,29.57135106,2019-12-31,-0.9101769415050741,4.88637,,,,,,-0.088,0.017,,,,,-20.4646173075039,,,,-0.067,,,3.18218601323696,,,-36.3204734456249,-81.2628438014425,,-81.2628438014425,,0.48169
374,US2641471097,DCO,Ducommun Inc,Industrials,Aerospace & Defense,Aircraft Parts Manufacturing,United States of America,577997871.0,Small Cap 300M-2B,-8.375116063,51.07164727,43.38854984,-8.119180633,2019-12-31,0.7074616774940587,2.35516,38.95189,105.15266,,0.0,11.72367,0.323,2.549,10.0853292925075,26.0405475620781,1.18237103894393,1.0,5.49484151843915,21.10658,3.06748,4.50167,0.457,18.2546621099254,0.072094874355946,1.99715505203551,0.826320449099139,1.57776,4.52365158643448,11.8120536729588,8.8580339830515,11.8120536729588,0.146,0.24807
375,US74017N1054,PGEN,Precigen Inc,Healthcare,Biotechnology & Medical Research,Biotechnology & Medical Research (NEC),United States of America,1665610284.0,Small Cap 300M-2B,-14.87230846,93.62186788,94.06392694,-16.66666667,2019-12-31,-0.6958846427390012,1.90903,48.25161,,,,,-0.599,-0.576,,,11.4131680430326,,-20.5770115212358,32.31961,-9.81558,,-0.57,,,12.4772313296903,9.31064660743811,1.77807,-35.455228083349,-94.8831707956904,,-94.8831707956904,-0.4,0.24515
376,US00770F1049,AEGN,Aegion Corp,Industrials,Construction & Engineering,Construction & Engineering (NEC),United States of America,565297291.0,Small Cap 300M-2B,-2.287234043,32.06326384,6.492753621,-3.264876251,2019-12-31,1.0647493537664035,1.92366,27.76779,63.534,,,6.83463,-0.024,-7.46,10.9316149628773,18.2310042461155,0.747135744698027,,7.14391294374159,20.28403,3.34274,-1.60206,-0.006,46.6119353225538,,1.60631554155166,0.573657622640422,1.67929,-1.95660813006494,-4.69221647261751,,,-0.09,0.21715
377,US8086251076,SAIC,Science Applications International Corp,Technology,Software & IT Services,IT Services & Consulting (NEC),United States of America,5591281834.0,Mid Cap 2-10B,1.140309983,28.94171943,25.09102141,1.856328661,2020-01-31,1.319593010989407,1.26773,40.77691,134.61808,259.770114942529,38.4955752212389,8.7161,0.593,0.233,12.2471518595504,19.4554755254571,1.06747396675184,0.615044247787611,8.43885115759024,11.06757,4.64444,3.5899,0.393,19.4678017154378,0.983276060096302,3.59256240936219,0.811793384543032,,4.93853784774639,15.5754651964163,8.59466369847001,9.57960027567195,0.369,0.06411
378,US74758T3032,QLYS,Qualys Inc,Technology,Software & IT Services,Cloud Computing Services,United States of America,5402627356.0,Mid Cap 2-10B,16.60631579,51.98112172,13.82655158,13.62107163,2019-12-31,-0.10958710535121514,1.77036,0.02635,0.04602,,0.0,32.16783,0.305,0.226,28.3497910530284,22.0462384322805,9.11951320586928,1.0,3.85948939269237,78.38449,,21.55923,0.435,48.0241935483871,2.19856800242944,8.43743073807531,10.7178408741103,,10.9944754885482,18.6188895691683,18.6000360938389,18.6188895691683,0.153,0.25481
379,US7153471005,PRSP,Perspecta Inc,Technology,Software & IT Services,IT Services & Consulting (NEC),United States of America,4662975632.0,Mid Cap 2-10B,21.43456376,60.79309977,33.53007463,20.22425249,2020-03-31,0.3430125451001407,0.83917,48.45513,192.99926,,,16.45204,0.079,,7.31072326866397,9.48729587054291,1.20276330863233,,20.6112463082516,14.87567,2.58451,-15.00888,0.028,13.6161064206212,,2.15846237956277,0.656016341030195,,-11.7688022284123,-38.4200056834328,,-40.6365444728616,0.118,-0.03145
380,US4380831077,FIXX,Homology Medicines Inc,Healthcare,Biotechnology & Medical Research,Bio Therapeutic Drugs,United States of America,549955765.0,Small Cap 300M-2B,5.194805195,9.459459459,-12.46397695,7.617360496,2019-12-31,-0.9418237575224951,,0.0,0.0,,,,0.767,0.268,,,,,-12.9830583092466,,,,0.835,,,3.61272937340961,,,-36.4834524392577,-45.6912206339505,,-45.6912206339505,-0.687,0.81851
381,US6974351057,PANW,Palo Alto Networks Inc,Technology,Software & IT Services,Internet Security & Transactions Services,United States of America,33396000000.0,Large Cap >10B,-1.530039304,53.31992831,41.11848723,-1.305607924,2020-07-31,-0.23274137290820804,1.90556,34.02056,,,,7.38763,-0.204,2.179,,29.2510045744064,7.04842449740641,,3.31187409894281,70.67539,-1.98309,-7.83359,2.735,,,,7.27574463091187,,-3.41048436541999,-19.8653323909081,,-19.8653323909081,0.175,0.26888
382,US15117K1034,CLLS,Cellectis SA,Healthcare,Biotechnology & Medical Research,Biotechnology & Medical Research (NEC),France,1199981575.0,Small Cap 300M-2B,-4.838148277,67.11491443,68.97404203,1.03473762,2019-12-31,-0.8730881209966759,6.25391,10.18399,13.39269,,,,0.136,0.246,,,19.7502937485863,,-14.0091780312927,,-47.41059,,0.176,,,2.36869991270264,,,-23.7965360231083,-28.1853884114988,,-28.1853884114988,0.073,0.70361
383,US87305R1095,TTMI,TTM Technologies Inc,Technology,Semiconductors & Semiconductor Equipment,Integrated Circuits,United States of America,1431406680.0,Small Cap 300M-2B,-1.614086574,10.73492981,7.884151247,-2.790866256,2020-12-28,0.1250883807285505,2.41052,29.1046,58.36896,,,11.9918,,,7.36331573360373,,0.882994083565364,,,15.20836,1.55908,-0.77831,,21.019965145076,,,0.694683521095585,2.18727,-0.507551870664409,-1.2035051923471,,,,0.25232
384,US8936411003,TDG,TransDigm Group Inc,Industrials,Aerospace & Defense,Aircraft Parts Manufacturing,United States of America,30118000000.0,Large Cap >10B,-8.974548805,16.10357997,27.66919722,-10.59545932,2020-09-30,-0.4652168597611608,4.30693,,,25.0536480686695,,41.36782,-0.09,-0.37,19.4729923275036,,8.05555296950029,,4.06988207920725,49.4807,1.77648,12.79639,-0.128,45.3739781495913,-1.57396891132122,,5.3349747207525,3.513,3.76914903033446,,10.6736843176659,,-0.023,0.29051
385,US2963151046,ESE,ESCO Technologies Inc,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Testing & Measuring Equipment,United States of America,2475665847.0,Mid Cap 2-10B,-6.89462706,12.64791186,9.267160023,-7.886068591,2020-09-30,-0.09947189416986357,1.74445,6.74419,9.63327,306.807228915663,32.5937561358728,18.49232,-0.051,-0.672,15.7723302800056,36.1826547027759,2.91667006384096,0.674062438641272,3.20138027494168,34.61315,13.99629,3.47448,-0.118,28.4268544852749,-1.2306268712875,2.18137410863817,2.87268728297279,1.21252,1.79315643062935,2.84872556866838,9.66903122781975,1.92021890383636,0.009,0.13877
386,US9222801022,VRNS,Varonis Systems Inc,Technology,Software & IT Services,Enterprise Software,United States of America,5608365174.0,Mid Cap 2-10B,7.458966565,50.08490406,64.97433504,8.043518122,2019-12-31,0.43968272036705175,1.30692,0.0,0.0,,,-27.40706,1.789,1.643,,,8.8746689398088,,-1.53425547111879,86.17412,,-30.98627,1.608,,,,9.2501803025296,,-26.111488670457,-71.9627961370842,,-71.9627961370842,-0.06,0.15387
387,US92343X1000,VRNT,Verint Systems Inc,Technology,Software & IT Services,IT Services & Consulting (NEC),United States of America,4853301579.0,Mid Cap 2-10B,13.04547542,51.4772261,65.05700872,9.898779399,2020-01-31,-0.2198421282736315,1.42133,28.08185,68.16965,,0.0,14.56605,-0.077,-0.573,22.1998072548028,22.7060930548224,3.23363536084515,1.0,4.75232875730496,62.01204,2.42232,2.73719,-0.157,101.246377823552,-2.37894069601043,3.05425515668856,2.99669232315205,1.39218,1.2130710333099,2.31452866210173,2.70383853942687,2.31452866210173,0.06,0.09819
388,US0320951017,APH,Amphenol Corp,Technology,Electronic Equipment & Parts,Electronic Components,United States of America,37358000000.0,Large Cap >10B,-2.771722205,10.59285771,18.54007809,-4.504091152,2020-12-31,0.2753166930867645,2.38285,31.36534,70.92023,386.794921607441,25.8534935216886,22.77035,,,21.1010555609142,40.6012841865861,4.80478512231448,0.741465064783115,3.27068377359617,30.98187,14.29723,14.10994,,33.0988713935341,7.72414329042271,7.26484663101557,4.67638593308446,1.7483,10.4853345316902,24.2738421817008,14.7833410681997,17.9982059657899,,0.25849
